test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,36363.64,0.259,0.391,0.575,1.039
SET,37453.18,0.290,0.431,0.623,20.495
GET,40485.83,0.288,0.391,0.535,20.783
INCR,56338.03,0.180,0.335,0.375,21.263
