test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,35714.29,0.288,0.591,0.775,1.287
SET,36496.35,0.309,0.543,0.783,20.399
GET,38535.64,0.299,0.511,0.711,0.959
INCR,37453.18,0.301,0.495,0.775,20.511
