test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,47393.37,0.255,0.383,0.511,1.223
SET,33333.33,0.299,0.615,0.839,1.991
GET,32362.46,0.298,0.591,0.775,1.215
INCR,34965.04,0.294,0.551,0.735,1.135
