test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33167.50,0.297,0.599,0.751,1.343
SET,36231.89,0.266,0.343,0.391,1.151
GET,36697.25,0.259,0.327,0.375,0.535
INCR,35906.64,0.269,0.343,0.679,1.543
