test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,13486.18,0.802,3.759,6.287,8.367
SET,16460.90,0.657,2.383,4.351,7.799
GET,27247.96,0.397,0.735,2.335,6.127
INCR,27777.78,0.381,0.727,2.247,4.191
