test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,34129.69,0.145,0.239,0.335,0.607
SET,35460.99,0.146,0.223,0.327,0.559
GET,36101.08,0.143,0.223,0.311,0.527
INCR,31948.88,0.158,0.295,0.391,0.735
