test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32894.74,0.150,0.247,0.351,0.567
SET,32679.74,0.161,0.311,0.431,0.863
GET,32467.53,0.156,0.295,0.367,0.695
INCR,33112.59,0.155,0.295,0.399,0.799
