test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,34129.69,0.293,0.431,1.399,4.503
SET,32102.73,0.325,0.655,0.823,4.215
GET,30395.14,0.337,0.711,1.487,4.207
INCR,32258.06,0.315,0.631,0.775,4.471
