test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,13227.51,0.995,2.583,3.975,8.087
SET,18315.02,0.662,2.287,3.991,8.127
GET,16474.46,0.758,1.935,3.895,7.199
INCR,19138.76,0.628,2.279,4.039,6.175
