test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,14566.64,0.887,3.695,4.063,7.071
SET,20242.92,0.591,1.983,3.999,6.095
GET,32467.53,0.313,0.559,2.039,4.719
INCR,35906.64,0.285,0.359,1.087,4.143
