test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18885.74,0.631,0.815,2.775,3.823
SET,26666.67,0.411,0.751,1.407,10.927
GET,34482.76,0.290,0.359,1.159,3.007
INCR,31104.20,0.326,0.591,1.471,15.135
