test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16722.41,0.747,1.903,2.839,6.175
SET,12944.98,0.965,2.367,3.687,5.207
GET,13793.10,0.929,2.383,3.823,20.319
INCR,14814.81,0.845,2.423,3.863,33.951
