test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,33670.610,33500.840,33840.950,170.056,35058.467,31298.900,37313.430,3277.425,37465.527,33840.950,40241.450,3283.559,0.596,0.559,0.639,0.040,0.639,0.519,0.783,0.134,0.524,0.487,0.543,0.032
INCR,36458.997,35211.270,37735.850,1262.542,42696.057,35398.230,47846.890,6496.112,35327.903,34013.610,37664.780,2029.044,0.575,0.447,0.663,0.113,0.570,0.447,0.775,0.179,0.535,0.495,0.591,0.050
PING_INLINE,33935.203,33003.300,34904.010,950.892,36494.113,33840.950,38535.640,2406.367,37266.620,35587.190,40241.450,2583.424,0.559,0.495,0.591,0.055,0.604,0.471,0.711,0.122,0.586,0.495,0.655,0.082
SET,34949.033,31847.130,38986.360,3660.384,39887.917,36697.250,42643.920,2997.069,37790.937,36363.640,38986.360,1326.646,0.628,0.575,0.679,0.052,0.535,0.479,0.599,0.060,0.567,0.559,0.583,0.014
