test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30165.91,0.319,0.591,1.319,3.063
SET,35273.37,0.280,0.359,0.663,1.311
GET,34722.22,0.275,0.343,0.423,16.127
INCR,34722.22,0.274,0.335,0.375,14.687
