test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33388.98,0.291,0.511,0.743,3.983
SET,36697.25,0.269,0.351,0.407,0.991
GET,35906.64,0.268,0.343,0.431,1.951
INCR,36101.08,0.269,0.343,0.407,1.951
