test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,10976.95,1.185,3.727,4.575,20.047
SET,11104.94,1.187,3.559,4.335,8.447
GET,11049.72,1.187,3.343,4.279,18.591
INCR,11210.76,1.158,3.847,4.343,7.175
