test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,5629.05,2.578,5.799,8.327,16.135
SET,6095.70,2.398,5.943,6.959,12.567
GET,6410.26,2.270,5.999,6.975,12.159
INCR,6389.78,2.284,5.847,6.887,8.735
