test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32362.46,0.298,0.583,0.743,1.375
SET,35273.37,0.269,0.351,0.407,0.999
GET,34188.04,0.271,0.343,0.423,1.407
INCR,35523.98,0.264,0.335,0.399,0.951
