test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32258.06,0.151,0.239,0.295,0.407
SET,30303.03,0.156,0.255,0.311,0.407
GET,40000.00,0.115,0.175,0.223,0.295
INCR,43478.26,0.108,0.183,0.247,0.303
