test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,28490.03,0.356,1.015,1.527,3.175
SET,36231.89,0.267,0.351,0.399,1.191
GET,36563.07,0.261,0.335,0.399,1.047
INCR,36231.89,0.268,0.351,0.399,1.511
