test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,8149.96,1.457,6.279,10.319,12.479
SET,10554.09,1.276,2.935,4.183,6.143
GET,10610.08,1.265,2.951,4.527,5.911
INCR,11954.57,1.101,2.903,3.375,7.015
