test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,12307.69,1.002,3.367,6.239,9.439
SET,8771.93,1.268,5.407,6.903,53.279
GET,11013.22,1.058,4.271,6.351,63.711
INCR,7977.66,1.519,5.647,7.375,35.263
