test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,9132.42,1.503,3.063,4.487,18.063
SET,9033.42,1.526,2.983,4.303,20.223
GET,9062.08,1.514,3.599,4.375,12.175
INCR,11074.20,1.200,2.815,4.471,8.135
