test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2015.40,4.492,7.511,12.911,3000.319
SET,6133.46,2.392,2.991,3.615,6.031
GET,6369.43,2.283,2.991,3.327,7.111
INCR,8116.88,1.707,2.975,3.295,5.295
