test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4483.10,1.260,0.583,0.855,3000.319
SET,36603.22,0.271,0.351,0.431,1.551
GET,36416.61,0.267,0.343,0.383,3.119
INCR,36549.71,0.267,0.343,0.407,3.191
