test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4407.62,1.299,0.631,0.767,3000.319
SET,36630.04,0.269,0.351,0.415,2.727
GET,36443.15,0.265,0.343,0.439,0.927
INCR,36469.73,0.266,0.343,0.399,3.215
