test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,30769.23,29629.63,32000.00,0.295,0.287,0.351
INCR,32000.00,29629.63,33333.33,0.335,0.295,0.287
SET,34782.61,30769.23,30769.23,0.327,0.303,0.295
PING_INLINE,29629.63,24242.42,33333.33,0.367,0.423,0.303
