test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4496.81,1.256,0.559,0.759,3000.319
SET,36049.03,0.272,0.367,0.455,1.327
GET,36284.47,0.269,0.359,0.431,3.255
INCR,36337.21,0.271,0.359,0.455,3.191
