test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17985.61,0.587,2.351,3.695,30.463
SET,18198.36,0.608,2.327,2.871,7.159
GET,17937.22,0.605,2.351,3.799,17.183
INCR,18248.18,0.599,2.335,3.055,6.951
