test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32000.00,0.155,0.247,0.287,0.319
SET,34782.61,0.148,0.215,0.255,0.311
GET,36363.64,0.141,0.215,0.319,0.455
INCR,34782.61,0.142,0.191,0.271,0.311
