test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,36363.64,28571.43,0.335,0.319,0.399
INCR,29629.63,34782.61,53333.34,0.335,0.271,0.191
SET,29629.63,34782.61,30769.23,0.303,0.255,0.327
PING_INLINE,30769.23,32000.00,30769.23,0.271,0.287,0.399
