test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16366.61,0.758,3.751,4.303,6.159
SET,17889.09,0.674,2.327,3.975,6.215
GET,18726.59,0.654,2.303,3.975,6.039
INCR,14947.68,0.858,2.351,3.975,6.031
