test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,32258.060,32258.060,32258.060,0.000,33333.340,33333.340,33333.340,0.000,30303.030,30303.030,30303.030,0.000,0.327,0.327,0.327,0.000,0.327,0.327,0.327,0.000,0.287,0.287,0.287,0.000
INCR,37037.040,37037.040,37037.040,0.000,33333.340,33333.340,33333.340,0.000,30303.030,30303.030,30303.030,0.000,0.319,0.319,0.319,0.000,0.375,0.375,0.375,0.000,0.239,0.239,0.239,0.000
PING_INLINE,29411.760,29411.760,29411.760,0.000,28571.430,28571.430,28571.430,0.000,33333.340,33333.340,33333.340,0.000,0.423,0.423,0.423,0.000,0.471,0.471,0.471,0.000,0.263,0.263,0.263,0.000
SET,25000.000,25000.000,25000.000,0.000,33333.340,33333.340,33333.340,0.000,33333.340,33333.340,33333.340,0.000,0.399,0.399,0.399,0.000,0.271,0.271,0.271,0.000,0.311,0.311,0.311,0.000
