test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,39840.64,0.256,0.383,0.479,0.751
SET,36101.08,0.256,0.391,0.503,0.711
GET,31347.96,0.307,0.471,0.639,0.999
INCR,32051.28,0.284,0.407,0.511,0.743
