test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33670.04,0.279,0.447,0.543,0.879
SET,36630.04,0.310,0.455,0.679,20.991
GET,68728.52,0.149,0.303,0.383,0.671
INCR,41928.72,0.275,0.375,0.423,0.735
