test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,37453.18,0.272,0.447,0.679,2.911
SET,34904.01,0.288,0.639,0.815,4.615
GET,33955.86,0.284,0.575,0.807,2.479
INCR,34482.76,0.292,0.575,0.767,1.367
