test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,34224.462,31486.140,36873.160,2046.527,39518.150,30330.600,49480.460,6788.943,36411.077,32113.040,39824.770,2267.389,0.577,0.487,0.663,0.053,0.513,0.415,0.727,0.088,0.549,0.495,0.647,0.049
INCR,34354.619,31426.780,37243.950,2139.786,39456.518,30084.240,51072.520,6892.017,37147.437,31515.910,40749.800,2670.344,0.568,0.463,0.631,0.053,0.520,0.431,0.719,0.084,0.572,0.503,0.655,0.046
PING_INLINE,35270.381,29515.940,42337.000,3806.047,43549.051,37313.430,47147.570,2922.408,37012.891,32819.170,42319.090,2900.419,0.571,0.471,0.687,0.059,0.476,0.415,0.567,0.045,0.518,0.471,0.567,0.034
SET,35112.112,31279.320,38654.810,2297.454,39876.423,31685.680,48030.740,6181.171,37273.961,32905.560,40000.000,2485.885,0.563,0.495,0.655,0.051,0.525,0.439,0.807,0.114,0.548,0.463,0.623,0.050
