test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33557.05,0.277,0.431,0.535,0.767
SET,42918.46,0.221,0.351,0.431,0.655
GET,41841.00,0.222,0.327,0.399,0.687
INCR,38314.18,0.244,0.359,0.431,0.615
