test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4422.04,1.286,0.687,1.319,3000.319
SET,34722.22,0.275,0.343,0.383,0.999
GET,35186.49,0.266,0.327,0.367,1.279
INCR,35260.93,0.266,0.335,0.375,2.143
