test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2034.67,4.419,6.487,12.727,3000.319
SET,6162.19,2.385,2.991,3.559,5.855
GET,5872.68,2.518,2.999,3.687,6.959
INCR,5744.48,2.583,2.999,3.647,5.927
