test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4484.31,1.261,0.591,0.799,3000.319
SET,35971.22,0.272,0.359,0.423,3.543
GET,35688.79,0.267,0.343,0.415,4.455
INCR,35919.54,0.268,0.351,0.407,0.791
