test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,33333.33,32000.00,0.391,0.327,0.295
INCR,34782.61,36363.64,34782.61,0.295,0.303,0.295
SET,29629.63,36363.64,32000.00,0.407,0.311,0.279
PING_INLINE,30769.23,34782.61,30769.23,0.343,0.311,0.359
