test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,15936.25,0.781,3.095,4.063,6.503
SET,15987.21,0.769,2.807,3.991,4.871
GET,33112.59,0.305,0.415,1.807,4.191
INCR,35026.27,0.280,0.359,0.455,2.887
