test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31746.03,0.174,0.311,0.439,0.695
SET,28089.89,0.184,0.399,0.567,1.023
GET,34364.26,0.161,0.279,0.423,0.607
INCR,32573.29,0.176,0.287,0.399,0.535
