test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33003.30,0.170,0.359,0.447,4.223
SET,32786.88,0.156,0.319,0.439,0.607
GET,37735.85,0.146,0.271,0.391,5.879
INCR,29498.53,0.174,0.351,0.455,1.127
