test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32154.34,0.156,0.255,0.359,0.615
SET,35087.72,0.133,0.199,0.247,0.479
GET,37174.72,0.152,0.239,0.367,0.607
INCR,32467.53,0.150,0.271,0.351,0.519
