test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,39682.54,0.140,0.255,0.335,3.471
SET,55865.92,0.088,0.175,0.271,0.559
GET,48543.69,0.098,0.183,0.247,0.479
INCR,37313.43,0.135,0.223,0.303,3.639
