test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,29585.80,0.190,0.367,0.487,0.831
SET,28901.73,0.182,0.367,0.503,0.887
GET,29761.90,0.179,0.351,0.559,0.871
INCR,32786.88,0.166,0.279,0.383,0.679
