test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,35384.050,33112.590,38610.040,2115.509,44758.458,33613.450,66006.600,12954.006,36443.466,33388.980,40899.800,3338.104,0.538,0.487,0.623,0.054,0.543,0.367,0.791,0.175,0.545,0.463,0.647,0.080
INCR,33252.294,30627.870,35587.190,1866.633,43343.396,39062.500,54644.810,6485.503,38651.462,34602.070,44150.110,3733.992,0.572,0.527,0.631,0.043,0.469,0.439,0.551,0.046,0.597,0.471,0.703,0.111
PING_INLINE,33091.886,32362.460,34129.690,713.026,38304.566,31897.930,42372.880,4118.447,33490.828,31201.250,35398.230,1533.514,0.596,0.559,0.631,0.030,0.492,0.415,0.639,0.092,0.583,0.543,0.655,0.043
SET,36778.188,32520.320,43763.680,4501.211,43596.400,37174.720,56022.410,7853.893,36763.826,32310.180,40983.610,3482.382,0.513,0.415,0.591,0.070,0.471,0.391,0.567,0.064,0.546,0.487,0.591,0.043
