test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2601.12,4.259,3.575,5.343,3000.319
SET,6809.67,2.116,3.007,4.015,10.191
GET,11129.66,1.116,2.943,3.295,7.151
INCR,6682.26,2.170,2.991,3.327,14.199
