test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32840.72,0.307,0.551,0.759,5.015
SET,37105.75,0.270,0.367,0.423,0.951
GET,36429.87,0.266,0.351,0.407,0.879
INCR,36900.37,0.267,0.351,0.423,3.039
