test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32948.93,0.299,0.559,0.743,2.207
SET,35587.19,0.277,0.367,0.431,1.111
GET,35842.29,0.266,0.343,0.399,0.671
INCR,35778.18,0.266,0.335,0.399,1.543
