test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,41666.67,33333.34,18867.92,0.311,0.327,0.695
INCR,20000.00,33333.34,17543.86,0.951,0.359,0.991
SET,50000.00,33333.34,30303.03,0.247,0.455,0.607
PING_INLINE,14925.37,29411.76,21276.60,1.887,0.407,0.639
