test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,14925.37,0.451,1.199,1.887,2.063
SET,50000.00,0.143,0.207,0.247,0.303
GET,41666.67,0.174,0.255,0.311,0.431
INCR,20000.00,0.363,0.887,0.951,1.063
