test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,6244.15,2.056,6.863,12.319,18.335
SET,8849.56,1.543,4.103,5.735,14.151
GET,8496.18,1.626,4.439,5.927,9.495
INCR,9871.67,1.349,3.863,5.463,8.079
