test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,36074.432,30487.800,40000.000,3997.364,41923.056,35273.370,55710.310,8052.805,36563.010,34482.760,39682.540,2095.640,0.529,0.431,0.647,0.080,0.517,0.391,0.759,0.144,0.505,0.439,0.599,0.068
INCR,33289.184,28776.980,38095.240,3579.791,43798.204,32051.280,71942.450,16068.640,39238.238,32840.720,47619.050,5598.060,0.548,0.423,0.639,0.082,0.516,0.271,0.751,0.176,0.489,0.415,0.607,0.071
PING_INLINE,33367.424,30030.030,37735.850,3285.879,41919.610,33222.590,55096.420,8234.224,37189.596,33500.840,41493.780,3130.733,0.580,0.527,0.631,0.045,0.578,0.471,0.655,0.080,0.543,0.495,0.607,0.044
SET,36794.180,35460.990,38095.240,1167.079,36995.836,33444.820,42105.270,3338.854,36121.126,34188.040,38684.720,2121.982,0.527,0.495,0.567,0.026,0.511,0.423,0.663,0.105,0.559,0.495,0.647,0.057
