test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,34705.880,29411.760,40000.000,7487.016,36472.150,34482.760,38461.540,2813.422,37087.915,35714.290,38461.540,1942.599,0.295,0.239,0.351,0.079,0.255,0.239,0.271,0.023,0.251,0.247,0.255,0.006
INCR,33370.410,32258.060,34482.760,1573.100,36666.670,33333.340,40000.000,4714.040,30555.560,27777.780,33333.340,3928.374,0.343,0.295,0.391,0.068,0.271,0.215,0.327,0.079,0.279,0.263,0.295,0.023
PING_INLINE,29910.715,28571.430,31250.000,1894.035,28571.430,23809.520,33333.340,6734.358,23087.685,14925.370,31250.000,11543.257,0.343,0.263,0.423,0.113,0.331,0.279,0.383,0.074,0.567,0.319,0.815,0.351
SET,34722.225,27777.780,41666.670,9820.928,34523.815,33333.340,35714.290,1683.586,30952.385,28571.430,33333.340,3367.179,0.315,0.207,0.423,0.153,0.351,0.319,0.383,0.045,0.339,0.311,0.367,0.040
