test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30627.87,0.321,0.871,1.431,5.855
SET,35398.23,0.277,0.351,0.671,4.903
GET,35587.19,0.273,0.351,0.487,3.839
INCR,36297.64,0.267,0.343,0.383,1.439
