test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,35523.98,0.297,0.511,0.663,1.175
SET,37735.85,0.276,0.471,0.719,1.095
GET,40241.45,0.268,0.399,0.575,1.015
INCR,33898.30,0.283,0.519,0.751,1.527
