test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30959.75,0.319,0.551,0.687,0.959
SET,30441.40,0.332,0.599,0.783,1.167
GET,30441.40,0.304,0.535,0.639,1.071
INCR,31948.88,0.295,0.527,0.647,1.639
