test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,34542.32,0.271,0.463,0.703,1.103
SET,35906.64,0.276,0.447,0.727,4.247
GET,38684.72,0.263,0.511,0.799,1.255
INCR,38240.92,0.255,0.447,0.599,2.239
