test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4405.29,1.306,0.647,0.799,3000.319
SET,36764.71,0.269,0.359,0.423,2.271
GET,36630.04,0.267,0.359,0.423,2.607
INCR,36845.98,0.266,0.351,0.407,1.239
