test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4425.95,1.299,0.703,1.375,3000.319
SET,36576.45,0.269,0.343,0.407,1.343
GET,35893.75,0.270,0.343,0.471,4.055
INCR,36284.47,0.268,0.343,0.391,4.071
