test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,1960.78,4.673,6.743,10.951,3000.319
SET,7582.65,1.845,2.983,3.335,7.055
GET,7133.69,1.984,2.991,3.471,5.135
INCR,5529.75,2.681,2.999,3.583,4.935
